Ano Mês,Consumo,Ano,Mês,Dias com Precipitação,Precipitação,Pressão,Temperatura,Vento Máx,Vento Méd,Consumo Médio,Rlin
2016-01,420127.0,2016,01,9.18918918918919,122.91351351351346,975.9885872702702,23.876903459459456,8.481081081081081,2.7879822702702706,321283.64383333334,321931.80325059494
2016-02,509072.0,2016,02,11.64864864864865,143.0378378378378,976.2597105945946,23.86717783783784,8.237837837837837,2.4691830540540542,321283.64383333334,323228.122085118
2016-03,450648.0,2016,03,14.702702702702704,217.31891891891894,978.9443694324324,21.04801010810811,8.883783783783787,2.6788747297297295,321283.64383333334,324524.4409196412
2016-04,351079.0,2016,04,15.135135135135135,209.90810810810817,978.0145859189188,21.08445167567568,8.94594594594595,2.636531108108109,321283.64383333334,325820.75975416426
2016-05,323734.0,2016,05,13.378378378378379,98.03783783783784,981.6290396216217,15.44822681081081,7.8108108108108105,2.3657934054054053,321283.64383333334,327117.0785886874
2016-06,288857.0,2016,06,10.91891891891892,54.394594594594594,982.9265395405406,13.33711518918919,7.664864864864866,2.101845459459459,321283.64383333334,328413.3974232105
2016-07,278434.0,2016,07,12.35135135135135,133.65405405405406,981.4198442432435,14.095825864864866,9.086486486486486,2.5495098918918933,321283.64383333334,329709.71625773364
2016-08,275579.0,2016,08,12.08108108108108,124.05945945945946,981.8377224594595,14.722924054054054,8.997297297297298,2.5210214594594595,321283.64383333334,331006.03509225673
2016-09,282156.0,2016,09,9.864864864864865,65.11891891891894,982.8197824594595,14.607562567567571,9.786486486486485,2.8091991351351346,321283.64383333334,332302.3539267799
2016-10,274818.0,2016,10,13.27027027027027,230.0540540540541,978.9341091081081,17.783095729729727,10.751351351351351,3.274611054054054,321283.64383333334,333598.672761303
2016-11,294845.0,2016,11,10.108108108108109,121.44324324324326,978.0452607567565,19.979060324324326,10.267567567567568,2.907390054054055,321283.64383333334,334894.9915958261
2016-12,424656.0,2016,12,12.81081081081081,132.48108108108107,976.0898091621623,22.646227,8.95945945945946,2.8908565135135142,321283.64383333334,336191.31043034926
2017-01,494091.0,2017,01,13.513513513513514,159.54054054054052,976.8660148648648,23.299496567567566,8.670270270270269,2.711496243243243,321283.64383333334,337487.62926487235
2017-02,491306.0,2017,02,13.135135135135135,146.1621621621622,976.6182024324323,23.593754918918926,8.372972972972972,2.4852782432432434,321283.64383333334,338783.9480993955
2017-03,448735.0,2017,03,11.972972972972974,167.3945945945946,978.7714838108107,21.751680135135132,8.816216216216215,2.7905764054054054,321283.64383333334,340080.2669339186
2017-04,374567.0,2017,04,12.567567567567568,198.01081081081082,980.3484906486486,18.461208081081086,9.094594594594595,2.8850411351351353,321283.64383333334,341376.5857684417
2017-05,318487.0,2017,05,19.08108108108108,290.4054054054054,980.6694341351351,16.858795702702704,10.048648648648646,2.855272864864865,321283.64383333334,342672.9046029649
2017-06,291818.0,2017,06,13.81081081081081,147.1081081081081,981.8355339999999,14.978623675675678,9.13783783783784,2.7273489189189193,321283.64383333334,343969.22343748796
2017-07,284224.0,2017,07,7.162162162162162,52.35675675675676,985.4235302972972,15.536282621621623,8.31081081081081,2.798570162162162,321283.64383333334,345265.54227201105
2017-08,288393.0,2017,08,12.783783783783784,160.1945945945946,981.3098383243241,16.014704513513514,9.913513513513513,3.140473189189189,321283.64383333334,346561.8611065342
2017-09,279987.0,2017,09,12.243243243243244,135.2972972972973,981.7225165945945,18.830798621621625,8.845945945945946,3.105690513513513,321283.64383333334,347858.17994105734
2017-10,279534.0,2017,10,15.297297297297296,224.96216216216217,977.5373463783786,18.553542189189194,10.894594594594599,3.275552162162162,321283.64383333334,349154.49877558043
2017-11,291988.0,2017,11,10.864864864864865,130.02162162162165,976.8082118918919,19.691036567567572,9.543243243243245,3.052524810810811,321283.64383333334,350450.8176101036
2017-12,404321.0,2017,12,10.432432432432432,101.4972972972973,975.7468720540539,23.14482918918919,9.872972972972974,3.0268504864864854,321283.64383333334,351747.13644462667
2018-01,539692.068,2018,01,14.27027027027027,165.43783783783783,976.2101415405406,23.200363405405405,8.52162162162162,2.933407999999999,321283.64383333334,353043.4552791498
2018-02,509496.94100000005,2018,02,8.45945945945946,81.31891891891891,977.6064794864864,22.463248594594592,8.383783783783784,2.7307586756756757,321283.64383333334,354339.7741136729
2018-03,478114.71599999996,2018,03,12.891891891891891,144.7621621621621,976.8743528108108,21.558056054054056,8.516216216216216,2.435886378378378,321283.64383333334,355636.09294819605
2018-04,386095.06499999994,2018,04,10.702702702702704,96.95135135135136,980.9396811081083,21.767675999999994,7.613513513513512,2.347185702702702,321283.64383333334,356932.4117827192
2018-05,330628.46300000005,2018,05,13.162162162162161,109.95675675675673,982.2116870540542,16.717352513513514,7.924324324324326,2.5146479189189193,321283.64383333334,358228.7306172423
2018-06,302382.10800000007,2018,06,15.378378378378379,120.50810810810809,983.1208415135135,12.101225486486486,9.037837837837838,2.4644504864864865,321283.64383333334,359525.0494517654
2018-07,284376.0729999999,2018,07,16.243243243243242,138.86486486486487,983.0782419189189,13.13572154054054,8.562162162162162,2.740946621621622,321283.64383333334,360821.3682862885
2018-08,284391.55199999997,2018,08,13.378378378378379,112.51351351351352,983.5804466486486,12.72818116216216,8.672972972972975,2.752922837837838,321283.64383333334,362117.68712081166
2018-09,281438.973,2018,09,15.135135135135135,186.65945945945944,979.6064046216219,17.41856054054054,10.337837837837839,2.9769974864864865,321283.64383333334,363414.00595533475
2018-10,278643.9149999999,2018,10,11.432432432432432,152.6,979.1108285675674,18.337758702702708,8.95945945945946,3.038972351351351,321283.64383333334,364710.3247898579
2018-11,310718.77400000003,2018,11,10.18918918918919,167.87027027027025,977.6407984864865,21.149839270270263,8.681081081081082,3.0688133513513516,321283.64383333334,366006.643624381
2018-12,395485.763,2018,12,11.08108108108108,122.87567567567567,977.2425689729727,22.403110432432424,9.25945945945946,2.7596367027027027,321283.64383333334,367302.96245890413
